tweet,store
どういうことだこれは。事実確認できる人、もし間違いだったらgoogleマップ直してあげて。 #学芸大学 #学大 #西小山 #どんたろう #豚゛太郎 #吉田類 #酒場放浪記 https://t.co/5y0bH6EjDF,nakanobu
#吉田類 の #酒場放浪記 。本日 #西小山 の豚゛太郎が登場したようです。再放送でしょうな。グラタンとそばがマストです。 https://t.co/O2Od7xwlQ3,nakanobu
↓お酒あまり強くなくて普段はそれほど飲まないんだけど、ジャスミン割は好き、という方に強くお勧め。甲類焼酎＋ジャスミン茶よりおいしいと思う。麦茶ならパックで水出ししたら安いし。麦茶で割るというよりも、麦茶にちょっとトッピング。そんなニュアンスでもOK。これはいいよ～,nakanobu
やけっぱちで麦茶割にしてビックリ。くっそうめぇｗたとえるなら焼酎のジャスミン割。あんな感じ。ジンはハーブやスパイスなどのボタニカルを使ってるんだから、確かにそうなるわな。麦茶の香ばしさがこのジンの尖った感じもまろやかにしてくれる。… https://t.co/23MXe48tIZ,nakanobu
"コーラで割ったらおいしい。そしてセブンイレブンの冷凍コーナーに売ってるこんなのにドボドボっと投入すると、それはそれはおいしかったです。まあ、ここまですりゃ大概の酒はね。

けど！ https://t.co/JgAMXSzf7b",nakanobu
"#安酒チャレンジ

WILKINSON GIN（販売者：アサヒビール・製造場：ニッカウヰスキー）。イオンリカーにて約1000円。大逆転！最後までお読みください。まずロックで。飲めたものじゃない。クソまずい。フレーバー、アルコール、… https://t.co/d8dAtYjZbH",nakanobu
"RT @danslapocheTYO: .
ふたたび！メールでの注文を受けつけます！

前回同様に、焼きあがったカヌレを順次発送していきますので、お届け日のご指定はできません。どうかご了承ください。
ひとりで1ヶ月以内に作れる数の注文を受付します。定数に到達したhttps://…",nakanobu
古地図や昔の航空写真を見ていると「何これ？」というものによく出くわす。これも。1936年（昭和11年）頃の航空写真。いつからあるかは不明。戦後、更地になって50年代ごろに宅地化された。何だったんだろうなぁ。90歳くらいのフォロワー… https://t.co/BX4r0MtD4w,nakanobu
そっか。覚えてなかった。ウェンブリーはsee you終わりか。 #BABYMETAL,nakanobu
#BABYMETAL やってるよ。ウェンブリー https://t.co/eNSFUsqUrU,nakanobu
おめでとう。今回はじめて気づいたことがある。タバコ吸ってる人がいるとすっげえ吸いたくなるｗ https://t.co/6JsO7KxsnG,nakanobu
"学芸大学付近の3大見るべき道標/庚申

・二本松地蔵（龍雲寺。もともとは野沢交差点）

・さわら庚申（祐天寺ばん はす向かい。もともとはスーパー三和の場所）

・子ノ神庚申塔（高木神社。もともとは南交差点）

※「もともと」はすべ… https://t.co/jBx4ONu8Wx",nakanobu
ということは、この道標があったのは今の環七・南交差点付近でしょう。ちなみに南1丁目、2丁目、3丁目あたりは昔、子ノ神という地名だった。 #学芸大学 #学大 #西小山 #洗足 #碑文谷 #庚申 https://t.co/jNdJze4r4C,nakanobu
"道標にはこう刻まれてる。

武州荏原郡
碑文谷村
庚申講中

北　目黒仁王尊　道
南　丸子　池上 新田　道
東　品川　大森　道
西　九品仏　二子　道
#学芸大学 #学大 #西小山 #洗足 #碑文谷 #庚申",nakanobu
本日の庚申は碑文谷八幡宮近く、高木神社の子ノ神庚申塔。道標でもある。もともとは環七の位置にあったそう。 #学芸大学 #学大 #西小山 #洗足 #碑文谷 #庚申 https://t.co/W141AlytIc,nakanobu
"児相や警察の話が本当だとしても、どうして情報が流れてるの？？？？

そっちの方がヤバくないか？？？",nakanobu
"「潰す」「干される」検察庁法改正反対の著名人への中傷続々（女性自身） - Yahoo!ニュース

まぁ、政権を支える人間の醜悪さがよく分かるな。

こういう憂さ晴らしを安倍から許してもらう以外に、お前らに何のメリットがあるんだ？ https://t.co/L3QFk192ka",nakanobu
御用学者かな？ https://t.co/RDGhCOkPQ1,nakanobu
"安倍バイトが言う「施行時に黒川はいない！」に反論する画像が出回っているけど、実際はどうなんだろうか。

そもそも、検察の独立性が失われること自体が問題なんじゃねーの？黒川はともかく。

 #検察庁法改正案に抗議します",nakanobu
"自分のTLで、普段から賢しらに、偉そうに、安倍を擁護するアカウントも、この法案については何も言わない。

この時点で、普段の発言はゴミ以下の説得力になりますが…",nakanobu
"誰が賛成してるの？？？？
賛成してる人！でてこーい！

 #検察庁法改正案に抗議します",nakanobu
"この件については、安倍バイトの連中はダンマリだな。
自民党からの指示なんだろうが… https://t.co/hIscuMItOr",nakanobu
"橋下徹氏に国政進出を求める声「もう総理になって!!!」「国政に参戦してください」（ENCOUNT） - Yahoo!ニュース

こいつを総理に？
バカしかおらんのか。 https://t.co/pE2qGEwwMl",nakanobu
反社を使ってマスク狂想曲を起こし、反社を使ってアベノマスクを配布し、反社を使ってマスクを供給し、安倍スゴい！を捏造して国民を騙そうとしたんだろうなぁ…(おバカさん,nakanobu
"努力は報われる？
真実は逆よな。
努力は必ずしも報われる訳ではないが、報われてるヤツは必ず努力している。",nakanobu
前脚は添えるだけwwwwwwww,nakanobu
スーパーで商品のメモしたり、食べた物の記録したり、もちろんちょっとした街角スナップしたり、いろんな場面でシャッター音邪魔じゃない？何撮ってるんだろう、って見られるし、ヤバいヤツに絡まれる可能性すら出てくる。,nakanobu
pro camera のアイコンが変わったから改めて使ってみるとかなりカスタマイズ出来るのね。でもシャッター音消せないとなるとこれひとつには集約できんなぁ。標準、FOCOS、pro camera、の使い分けめんどい。,nakanobu
無職で自粛してて思うのは、人と接点が無いとキツいなぁという感覚。SNSがあるだけ昔よりマシなんだろうけど。今日娘の美容院に行って全く新しい場所と人を開拓してみてストレス解消になった。次点でzoom飲み、やはり他人と話すのは自分にとって必要。,nakanobu
やはり寝かしつけからの帰還は至難の業やな,nakanobu
子供を寝かしつけする→寝落ちする→今起きたらBaBAR閉店、だった残念。離席したまま。,nakanobu
プリペイド電子マネーやポイント支払いにおけるGSでの返金運用はいろいろと設計がややこしい。こういうライフハック気取りの輩がおるからやねんけどね。 https://t.co/r4m2gfTmI9,nakanobu
BaBARに参加許可が出ない,nakanobu
近所の阪急オアシスが、国産豚もも肉切り落としを100円／g前後で常に売ってて大変にありがたい。,nakanobu
肉も美味いが玉ねぎも美味いので、最終的にはねぎだく丼になった。 https://t.co/2InMWtuNZb,nakanobu
嫁さんがタモリの生姜焼きを作ってくれた。めちゃ美味い。なんか定食屋みたいになった。 https://t.co/2SmOG5jp7s,nakanobu
ファミレスには2種類ある。ロイホとロイホ以外だ。,nakanobu
コスモドリアって調べたらロイホのメニューやんけ、さすがブルジョワ俺。,nakanobu
そろそろ働くか,nakanobu
@shigekichi これ実家け？どこでも仕事するなぁ。,nakanobu
お、BaBAR更新された。,nakanobu
近くに郵便局もローソンもねぇな、って時はよくミニストップがある。メルカリ便は対応してないけど、普通の郵便なら切手を買ってそのままレジ下の郵便ポストに投函できる。地味に便利。郵便ポストってなぜか生活圏内の動線に無いことが多い。,nakanobu
以前ウエルシアで買ってたパッケージレスティッシュ、やっとこっちで見つけた。なんとやまやにあった。酒屋に売ってるとは思わんかった。税込192円、安いしなによりうちにあるティッシュケースに納まる。ロハコもあるけど送料のために余分な物買… https://t.co/PjmgmWCVfV,nakanobu
サイゼでコスモドリアください！って2度言うてもうた。コスモドリアってどこの商品や。,nakanobu
がんこの弁当販売、PayPay使えるようになってたわ。現金だけだとキツいのよね。,nakanobu
サイゼでミラノ風ドリアをテイクアウト。税込290円ってコンビニより安いんよな。 https://t.co/6Ris10cC2z,nakanobu
THERMOSのシャトルシェフでチャーハンもフライパンで作るのと同じ工程で作り完成したら、保温器に保温。ホカホカでありがたい、汁物１品作れる。かなり優れものシャトルシェフ‼️以上です。,nakanobu
THERMOSのシャトルシェフで焼きそばをフライパンで調理する同じ工程して作ったら保温器に入れると温度が一定に保つので焼きそばホカホカ保てる、焼きそば保温してる間トッピングの目玉焼き作れるから楽。続く,nakanobu
最近THERMOSのシャトルシェフで野菜ゆでたり、焼きそばやチャーハン作ってます。野菜は水着を沸騰させて保温容器に入れて野菜入れて15分待つだけ、ガスは沸騰代金だけで後は火を止めて野菜入れるだけだし温度は一定に保つので楽です。続く,nakanobu
"@nohohondo ありがとうございます。
私はラーメン好きですが、
ダイエットしてるので食べませんでした。",nakanobu
"本日、夫の昼ごはんです。
つけ麺です。
チャーシューと煮卵は手作りしました。 https://t.co/rKshRJG13j",nakanobu
"@nohohondo ありがとうございます。
100円ローソンの海老ピラフをレンジで温めてボールに移しケチャップ混ぜたケチャップライスです。
卵焼きは、だし巻き卵のフライパンで薄焼き卵焼きました。三回失敗し作り直しました。",nakanobu
チャーシューと煮卵作って塩ラーメン作りました。 https://t.co/FlDo4cIf8K,nakanobu
@nohohondo こんにちは??,nakanobu
@tibitaki0608 こんにちは??,nakanobu
"今日の夫のお弁当です。
オムライス、ニンジンのごま和え、茹でたウインナー、ブロッコリーです。 https://t.co/cXrZAXfQl1",nakanobu
@yoru55kumo それ人によりけり、気にしなくて大丈夫です。,nakanobu
@tibitaki0608 そんなもんですよね。娘、おじいちゃんも魔女の宅急便？とか質問します。ちなみにおじいちゃんは私の父ではなく義父の事です。娘にはおじいちゃんは飛べるよと言いました。,nakanobu
三才になったばかりの娘、父の仕事が分からず私にお父さん仕事何してるの？と質問され、丁度魔女の宅急便を見せたのでお父さんは魔女の宅急便の仕事だよ、夜仕事なの、ほうきで飛べるんだよと私が言って、へぇ～黒猫はどこ？と娘が聞いたので本物は黒猫いないよと言った。,nakanobu
"靴下でマスク作りました。
裁縫道具いらないマスクです。 https://t.co/ZvKvzT9uDT",nakanobu
"娘の治りかけの足のキズに水絆創膏を塗ったら水にしみず驚いていた。
治りも早い気がしました。
水絆創膏、薬屋にあります。
オススメです。以上です。",nakanobu
"水絆創膏というのが昔からある。
私の父が使ってたが、私の夫も使っていた。普通の絆創膏ではなくセメダインみたいな透明な塗り薬の絆創膏、良かった点は水に濡れた時にしみない。水絆創膏を塗った時はしみるが乾けば水に強く料理をしてる方にはかなり良いアイテム。続く",nakanobu
@mikumiku1827 ダイエット開始ですね。,nakanobu
今日、ダカラという飲み物を販売してる会社が牛乳と果物を混ぜた名前わすれたけど新商品出して興味あり購入しましたがマスカットの味がキツくて不味くてすぐ捨てた。,nakanobu
"@nohohondo しょう油ではなく鰹節にほんのひとつまみの塩が私はオススメです。
素材の旨味が味わえますよ、優しい味です。",nakanobu
今、研究しようかと思ってるのは、この写真の柏餅をお汁粉に出来ないか思案中です。 https://t.co/4Fq6uYtz3B,nakanobu
"ラインスタンプ作りました(^^)
どうぞよろしくおねがいします

[あぁ 眠り姫]
https://t.co/1jhvV7jtxz",nakanobu
プレゼント用にキミエホワイトを購入( ^ω^ )電話限定価格っていうので、単品1900円を1800円で買えた♪100円でも安く買えてラッキーだ！ラッピングもしてくれるみたいで良かった(^^)欲しがってたから喜んでくれるかな(о´∀`о),nakanobu
美容院行って髪がきれいになるといい気分(^^)一瞬、美意識が高まる私。そして自分が女子だったことを思い出す。一つきれいにすると他もきれいにしたくなっちゃうね、だって女の子だもん( ˊ̱˂˃ˋ̱ ) https://t.co/okuRoC43nZ,nakanobu
"わはー
かわいいのみつけたー
トカゲ？ヤモリ？なんだろな
五本指なのね、めっちゃかわいい(^^) https://t.co/qPCRSqxUdU",nakanobu
"か、かわいい！
都営浅草線にリラックマ電車が走ってた！！? https://t.co/0gErGHh5IA",nakanobu
"袴の女の子たちがいっぱいだぁ！
かわいいなぁ(о´∀`о)おばちゃんうっとりしちゃうよ",nakanobu
"ゔゔ目がかゆい
目のかゆみと鼻水で夜目が覚める…
こんなにひどくなかったのになぁ
めっちゃ花粉症やん、かゆみストレス、なんとかしたい?",nakanobu
@ShirokumaWepon ぷってなりました?,nakanobu
@ShirokumaWepon 笑笑,nakanobu
"桜かなぁ？
梅、桃、桜が見分けられない…（´-`）
けど、春を感じる(*´-`) https://t.co/fpOVt2XRWe",nakanobu
こわい！これ詐欺なのかな？！詐欺かもしれない！引っかかるとこやった！知ってるフォロワーさんの名を語って、これでhttps://t.co/he0PmMZhqA稼げましたってツイートしてた！ひどい！確認したらそんなつぶやきしてないって… https://t.co/4DzUKJuToS,nakanobu
@haniwafactory スベスベマンジュウガニなんて初めて聞きました！毒があるんですね！Σ('◉⌓◉’)たしかにスベスベしてるし、もしかしたら…(°_°)！食べなくてよかったです！知れてよかった〜ありがとうございます！,nakanobu
"浅草の朝日?
お日様パワーもらったら
元気でてきた٩(๑❛ᴗ❛๑)۶
がんばるぞー https://t.co/IZugbgxQqC",nakanobu
"@gyunyu_101 ね〜?
かゆいですよね〜.°(ಗдಗ。)°.
春の訪れですねぇ( ；∀；)",nakanobu
"んんん
目がかゆい.°(ಗдಗ。)°.
もう花粉かしら?",nakanobu
"素晴らしい！！！

わたしも見習いたい！
わたしも絵描くの好き(*´꒳`*)
絵のお仕事したい˚✧₊⁎❝᷀ົཽ≀ˍ̮ ❝᷀ົཽ⁎⁺˳✧༚
これからはもっとマメに描いてみよう╰(*´︶`*)╯ https://t.co/Hu5vfiVH7I",nakanobu
"へっへっへ
わたしのブランたち╰(*´︶`*)╯♡
オーケーストアはオールブランが安いのです(ᵔᴥᵔ)235g249えーん♪
ストックないと不安になっちゃう(*´꒳`*) https://t.co/MkjdT47o3J",nakanobu
"マグロおいしそうやったぁ
マグロを思い浮かべながら、オールブランを食べる（´-`）.｡oO",nakanobu
マグロ解体ショー https://t.co/QCreoA6ZAM,nakanobu
中延のサカナバッカっていう魚屋さんでマグロの解体ショーと羽生さん金メダル？で羽生割やってる笑笑,nakanobu
ロマンがあるわ https://t.co/oi7VPfsB0t,nakanobu
久しぶりにベースを触ったら即小指に血豆ができてつらい,nakanobu
AtCoderおそらくPythonだからタイムアウトした問題があって、C++やはりやらなきゃという気持ちになる,nakanobu
"チャート式の微分積分を買って進めてる。例題しかできてないけど2章まで終わった。
わからない単語があるとだいたいヨビノリさんの超分かりやすい動画がYouTubeに上がってるので、概ねつまづかなくてありがたい。。",nakanobu
"弟が頑張っている?

https://t.co/xGVYZOU47z",nakanobu
Software Engineering at Google 本届いたので読んでる。テストの章良いね,nakanobu
"RT @vercel: ZEIT is now Vercel.

Announcing our new brand identity and $21M Series A funding.

https://t.co/7smdU5Gsl5 https://t.co/jNoVXnq…",nakanobu
Scalaの99 problems (https://t.co/75TBN5YVdn) をpythonで解いてて50くらいまでできた。以降ちょっとscalaじゃないと面倒だなと思ってたらpython公式HPにやはり50問までのみの… https://t.co/T5pszZdBLh,nakanobu
Microservices https://t.co/Svgs8rzm6N,nakanobu
RustでスタンドアローンのOS開発、チュートリアル通りだけどブートするようになった、嬉しい,nakanobu
久しぶりに npm i してる,nakanobu
mssqlのLinux dockerイメージ、CSVのBULK INSERTするのにBOM付きUTF8のファイルにしなきゃなのね…30分溶けた,nakanobu
"Pythonパッケージ管理は色々試した結果(https://t.co/k5zg4qtyN8, Pipenv, poetry, dockerで毎回環境作る、etcetc)、もうvenvとrequirements.txtとconstr… https://t.co/XuAT52pII9",nakanobu
Dockerで動かしたのに改行コード\r\nでCSVインポートしようともがいて20分溶かしたりして今日も一日いいね、いい感じだね,nakanobu
久しぶりにHeidiSQL使ったが使いやすい。。,nakanobu
"Real Pythonのポッドキャスト！

https://t.co/rByC1YBpjY",nakanobu
iPhoneからしか再現しないのは何故,nakanobu
リモートたまにつらいなと思い他の人もそんなこと思ってたりしないのかなとremote bluesでググったらサーバーエラーしか返ってこない,nakanobu
"RT @natfriedman: Excited to announce that @npmjs will be joining GitHub, and honored to have the chance to serve the millions of JavaScript…",nakanobu
mssqlのdocker entrypoint 曲芸感あるな、表プロセスでサーバ動かすためにサーバ立ち上がるまで90秒待って実行するシェルを裏プロセスで動かすのね,nakanobu
獣医師が解説！ 「ネコに多い病気」自宅でのケア方法は？https://t.co/uLqgmgU8Gj,nakanobu
おはようございます。本日は休診日です(=^・・^=),nakanobu
"妊婦さん必見。猫の感染症予防について、獣医師がぶっちゃけます！−その⑤
https://t.co/rJebFPJPFX",nakanobu
"猫の感染症予防について、獣医師がぶっちゃけます！ その④
https://t.co/BVuxKb8k9P",nakanobu
"猫の感染症予防について、獣医師がぶっちゃけます！ その③
https://t.co/hYxmQsvpix",nakanobu
※土日の診療は大変混み合いますので、お待たせする可能性がございます。あらかじめお電話にてご確認いただくと確実です。,nakanobu
"猫の感染症予防について、獣医師がぶっちゃけます　その②
https://t.co/lRm60UYVcU",nakanobu
"猫の感染症予防について、獣医師がぶっちゃけます　その①
https://t.co/TQAbig127z",nakanobu
"猫のケージの選び方とおすすめ5選
https://t.co/YpjJC2jhSE",nakanobu
おはようございます。本日は休診日です(=^・・^=),nakanobu
いつもお手伝いさせて頂いている「ネコお得技ベストセレクション」（晋遊舎ムック）の新刊が出ました！当院のスタッフ猫、はんにゃも登場します。ぜひご覧ください！ https://t.co/gYiAcv0816 https://t.co/lTVwP9yn3z,nakanobu
"獣医師おすすめ！猫のキャリーバッグの選び方・嫌がる時の対処法https://t.co/UH8n3vf7wH
著者コメント：最近キャリーバッッグのバリエーションがかなり豊富になり、中には猫の生態に適していないものも売られています。愛… https://t.co/74jqbtnigm",nakanobu
愛猫が喜ぶ「猫じゃらし」の選び方と遊び方、おすすめ6選https://t.co/FUJJYDi49Y,nakanobu
猫のおもちゃおすすめ7選！https://t.co/STpkZKlpDC,nakanobu
※土日の診療は大変混み合いますので、お待たせする可能性がございます。あらかじめお電話にてご確認いただくと確実です。,nakanobu
※土日の診療は大変混み合いますので、お待たせする可能性がございます。あらかじめお電話にてご確認いただくと確実です。,nakanobu
室内飼いの猫ちゃんにも寄生虫はつきます。当院では、「ノミ」と「フィラリア」の予防をおすすめしています。ノミ予防は4月ごろから、フィラリア予防は5月ごろから特に必要です。猫ちゃんにやさしい滴下薬タイプが便利です。ぜひご相談ください。,nakanobu
素材も種類も豊富！タイプ別おすすめの猫砂と選び方 https://t.co/1bUmtQ4IfX,nakanobu
獣医師が教える！子猫のトイレのしつけ方とおすすめトイレグッズ https://t.co/dUfnBFz940,nakanobu
おはようございます。本日は休診日です(=^・・^=),nakanobu
チーズ?と白苺?とマルティーニ? https://t.co/AYgOh48eag,nakanobu
初圧力鍋、豚角煮?を作ってみた。 https://t.co/i06bhOgNgM,nakanobu
お祝いディナー? https://t.co/ujWQqiRvon,nakanobu
結婚記念日　牛すじカレー作製中? https://t.co/9V4sD95drm,nakanobu
楽天モバイル最高だわ。ソフトバンクのテザリングより体感速度速い。 https://t.co/ac0XYtk57f,nakanobu
"無料の楽天モバイルを使ってない古いAndroidに挿して、モバイルルーター代わりに使ってみてるけど、快適。

会社貸与のソフトバンクも50GBだから毎日テザリングして仕事してても使いきれないので不要なのだが。",nakanobu
"平日と変わりなく仕事しまくりでメンタルのアップダウンが激しすぎたGWだった。唯一幸せだったのは、今日の朝、1時間だけ仕事せずに娘と自転車デートしたこと。雨降ってきたけどそれも楽しかった。
休戦と思いきや砲弾打たれたGWが終わり、明日から本格的な戦争開始。怖い。",nakanobu
コロナ ジャニ15組がユニット https://t.co/dC0L5BIPaq https://t.co/UctRDL8eFk,nakanobu
茅原実里 不倫報道ほぼ事実 https://t.co/ytIVsN3cnw https://t.co/i92VcJrJKQ,nakanobu
ジェリー・スティラー氏死去 https://t.co/iemA2SEcj5 https://t.co/o3Gw9B3bGN,nakanobu
乃木坂・遠藤 non-noモデルに https://t.co/iLXavikegA https://t.co/aYsWQLWOa9,nakanobu
ジャンプ 休載増える見込み https://t.co/jomqXLtSHx https://t.co/Ssph8RRXpc,nakanobu
自粛 もともと家いた山田ルイ https://t.co/AXtZPdDz0k https://t.co/DISF644YTt,nakanobu
ノンスタ石田 井上はシコリ https://t.co/BYhrYKEJVj https://t.co/pYAmHzJUSF,nakanobu
室井結婚へ 黙っててごめん https://t.co/kkkZVXJjSw https://t.co/yAaeI1qjkx,nakanobu
犬夜叉続編アニメ 妻探し話題 https://t.co/LP8dQRxWZq https://t.co/K1gk27uxpQ,nakanobu
米山隆一氏 プロポーズは2月 https://t.co/aWioZ3As2c https://t.co/Sus7WnWy5O,nakanobu
ドラマM 生きる大映テイスト https://t.co/OdvJNKOJUK https://t.co/XXVb3bsAiR,nakanobu
不変サザエさん 挑んだタブー https://t.co/xZCsq2lh17 https://t.co/kwH3l7HIGH,nakanobu
玉川高島屋がドライブスルー販売　電話予約で生鮮食品や人気店の弁当も（みんなの経済新聞ネットワーク） https://t.co/C6yLlh02eX https://t.co/b36zrTwity,nakanobu
1枚数千万円も 遊戯王カード https://t.co/3DUtFB9oCp https://t.co/UebchTYb14,nakanobu
ハリポタ・ロン役に第1子誕生 https://t.co/pRxDLD2puo https://t.co/Utpl2L7ZZJ,nakanobu
大河 放送回数減で年内終了か https://t.co/SaEwMgUQGs https://t.co/eTYhqEd0f8,nakanobu
ダレノガレ 薬物疑惑報道に抗議 https://t.co/dLz8Fnvs7o https://t.co/2grmDWSPdw,nakanobu
感謝言わず 母の日ガーナ変化 https://t.co/OHCPlCvu2p https://t.co/puK6BN6tb9,nakanobu
内海桂子 自力歩行できず入院 https://t.co/Tyuqffpsof https://t.co/2S6US8MpW9,nakanobu
コロナ感染 赤江アナが退院 https://t.co/4XwOYTFgnW https://t.co/DP6WtZHI1b,nakanobu
相撲協会、三段目の勝武士がコロナで死亡と発表…２８歳 : 大相撲 : スポーツ : ニュース : 読売新聞オンライン https://t.co/R87xwbgP8N,nakanobu
"RT @YahooNewsTopics: 【タケカワ ゴダイゴ盟友を悼む】
https://t.co/Mvx3Zl1cSC

「ゴダイゴ」のギタリスト・浅野孝已さんが12日、東京都内で死去した。68歳。ボーカルのタケカワユキヒデは「愉快な仲間だった。冥福を祈りたい」などと「盟友…",nakanobu
RT @gi1_717: 嘘みたいだろ…？寝てるんだぜ、これ…… https://t.co/oQFsfR5uUU,nakanobu
RT @kotakota8hanida: 本日はわたくしめのひじ内側が文鳥様のお椅子になりまして候。ポカポカしとった꒰*´꒳`*꒱ https://t.co/ISt8ElKevX,nakanobu
RT @hentaimimura: どうぶつの森。新しい島民が、欲しくて、どうぶつを去る形にしてしまう。悲しい別れだが、これを卒業と呼ぶのだろう。新しい旅立ち。しばしのお別れ。ありがとー！ケンタ！！,nakanobu
RT @arakencloud: 日本に迫る黄砂が衛星ではっきり捉えられています．茶色く見えている部分が黄砂で，かなりの濃さです．今日12日夜から明日13日にかけて地上でも黄砂濃度が高まる地域がありそう．どうかお気をつけください． https://t.co/E4jpwbbYsG,nakanobu
RT @pc_watch: 【やじうまPC Watch】エレコム、身体をほぐせるストレッチボール https://t.co/4jJ3muPQAZ https://t.co/0mgevmCsAk,nakanobu
RT @pc_watch: レノボ製タブレット製品の一部で発火。対策用アップデートを提供開始 https://t.co/5tyQ060aig https://t.co/BEsPIEqe9q,nakanobu
RT @TANITAofficial: うすうすは感じていたけど、弊社社長ガチや https://t.co/7HnxSC4vz4,nakanobu
RT @frenzyfrenzy3: おばあちゃんの手作りマスク届いた　強い https://t.co/lBmla8SD7g,nakanobu
RT @djkemamire: レゲエなお寺。 https://t.co/En2Riv2UXi,nakanobu
RT @ryo_mineraloid: 近所のお寺さん格好良すぎるだろこれ https://t.co/acC1moLeyF,nakanobu
"“風俗発言”岡村隆史がNHKに「チコちゃんを続けたい」と直訴していた（文春オンライン）
#Yahooニュース https://t.co/mxAoTd4Biz",nakanobu
"RT @heart8255: 尾身先生が可哀想になってきた…
日本のために骨身を削って奮闘されている方への敬意を感じられない https://t.co/Tv34N3OaUg",nakanobu
じゅ。 https://t.co/KUjijWEWY5,nakanobu
"RT @bookstoreaid1: 【プロジェクト公開】#bookstoreaid
お待たせしました。
同じ思いを持つ人が、きっとたくさんいるはずだと思っています。どうぞ、あたたかい応援をよろしくお願い申し上げます。
本屋さんを支えよう！！
https://t.co/FdqL…",nakanobu
"RT @YahooNewsTopics: 【テイクアウト 食中毒どう防ぐ】
https://t.co/SQCPcz4aOv

外食の売り上げがコロナにより大打撃をうけているなか、「テイクアウト」や「デリバリー」に街の飲食店が次々と参入している。危惧される食中毒を防ぐ、衛生管理上…",nakanobu
"RT @compamal_ngy: 水浴びなのに
美味しそうに霧吹きをペロペロしちゃう?
#ホオミドリアカオウロコインコ #霧吹き #水浴び #ペロペロ https://t.co/5zqmSbw9uQ",nakanobu
かじかじからのかいかい。 https://t.co/pPqR1AX0dS,nakanobu
ベルトに着けて服の中へ風を通せるミニ扇風機「腰ベルトファン2」 - 家電 Watch https://t.co/cXRls3P6wP,nakanobu
料理を格上げ！缶詰の定番『オイルサーディン』を積極的に使いたい理由とは。 #SmartNews  https://t.co/K20XGlVDmq,nakanobu
たけだバーベキューさん直伝！「メスティン」があればなんでも“キャンプ飯” #SmartNews  https://t.co/ZHigLPLWBA,nakanobu
白米にのせるだけ！おかわりしたくなる「ご飯のおとも」作り置きレシピ #SmartNews  https://t.co/O0EXnqWmGE,nakanobu
2020年の金像奨は「少年的●」が作品賞   新型コロナで式典中止し、オンライン発表  - 香港経済新聞 https://t.co/vkYYuX94fW,nakanobu
モスクワ地下鉄に「マスクを着用した」列車が登場:  |  Sputnik 日本 https://t.co/BN2pYZYO4Z @sputnik_jpさんから,nakanobu
馬は信頼している人間の顔を認識し、写真からでも見分けることができる（フランス研究） : カラパイア https://t.co/7czr7Ga4zQ,nakanobu
飼育員「ビーバーの子どもはタワシに似ている」　千葉市動物公園が実際に検証 ｜  ガジェット通信 GetNews https://t.co/DgyYgmod71 #getnewsfeed @getnewsfeedさんから,nakanobu
昨日から今日にかけて、掛け時計と腕時計が相次いで電池切れになった。ウチにある数少ないアナログ時計が同時に狂うとちょっとパニック。デジタル時計はみんな生きているだけどね。,nakanobu
"RT @Campaign_Otaku: ボールの軌道を検知して必ずシュートを成功させるバスケットボールゴール板。接待バスケに使える。
https://t.co/qrrMUA7qZn",nakanobu
J-WAVE TOKYO MORNING RADIO Stay Home Sweet Home J-WAVEで有意義な朝時間を♪ #jwave #ohayomorning  https://t.co/5dvJFCIuJT,nakanobu
プロが太鼓判「お取り寄せ絶品スイーツ」 食べて驚きの大福から、クリーミーなジェラートまで https://t.co/NtvDfzzjhk,nakanobu
フィリピンの東で台風1号ヴォンフォン発生。フィリピンへ向かう。昨年の台風1号は1月1日に発生。一昨年の台風1号は1月3日に発生。2017年の台風1号は4月26日。今年は遅い方かな。2016年の台風1号は7月3日発生だけど。,nakanobu
まるでメジャーの達川光男氏？　レッズ野手の死球特集にファン爆笑「故意に死球を」 | Full-count https://t.co/TBtebuP3Ya,nakanobu
はやぶさ2の高解像度画像からわかった、リュウグウがツートンカラーな理由  | ギズモード・ジャパン https://t.co/jMQqwcVNjh,nakanobu
『食事処鴨下（西新宿）』江田康夫のブログ「気まま写真ノート」更新しました #食事処鴨下 #食事処 #定食屋 #西新宿 #十二社通り  https://t.co/054WyR7bxW @edayasuoさんから,nakanobu
AppleがiPhone生産拠点の20％を中国からインドへ移すとの報道 - GIGAZINE https://t.co/q6hD1QjcFW,nakanobu
新型iPhoneSEにも対応！伝統の「ゼロハリバートン」からスマホケースが登場 ｜  ガジェット通信 GetNews https://t.co/gCh2nEpR7M #getnewsfeed @getnewsfeedさんから,nakanobu
火星表面の40％に液体の水が存在する可能性があるとの研究結果 - GIGAZINE https://t.co/hVCNdutZHJ,nakanobu
#渋谷区本町 #西新宿 #区境 #坂 #坂道 #ザパークハウス西新宿タワー60 #コンシェリア西新宿タワーズウエスト https://t.co/sN8ODvUgsP,nakanobu
"RT @itm_nlabzoo: 「4柴」と呼ばれている4匹です?

自分のことを“柴犬”だと思っている猫ちゃん!?　犬猫4きょうだいの息ピッタリな「いただきます」がお見事 - https://t.co/2z3nR5sDbh @itm_nlabzoo https://t.co/…",nakanobu
@petit_damon @bannai07 重いものが乗ったのね,nakanobu
